name,data_size,seed,avg_node_size
out_place_n0,1340000,3,3718
out_place_n0,1350000,3,3745
out_place_n0,1360000,3,3692
out_place_n0,1370000,3,3658
out_place_n0,1380000,3,3620
out_place_n0,1390000,3,3595
out_place_n0,1400000,3,3579
out_place_n0,1410000,3,3486
out_place_n0,1420000,3,3457
out_place_n0,1430000,3,3411
out_place_n0,1440000,3,3392
out_place_n0,1450000,3,3346
out_place_n0,1460000,3,3250
out_place_n0,1470000,3,3225
out_place_n0,1480000,3,3230
out_place_n0,1490000,3,3168
out_place_n0,1500000,3,3148
out_place_n0,1510000,3,3137
out_place_n0,1520000,3,3130
out_place_n0,1530000,3,3125
out_place_n0,1540000,3,3128
out_place_n0,1550000,3,3122
out_place_n0,1560000,3,3096
out_place_n0,1570000,3,3109
out_place_n0,1580000,3,3088
out_place_n0,1590000,3,3072
out_place_n0,1600000,3,3063
out_place_n0,1610000,3,3071
out_place_n0,1620000,3,3054
out_place_n0,1630000,3,3056
out_place_n0,1640000,3,3054
out_place_n0,1650000,3,3063
out_place_n0,1660000,3,3064
out_place_n0,1670000,3,3075
out_place_n0,1680000,3,3067
out_place_n0,1690000,3,3064
out_place_n0,1700000,3,3046
out_place_n0,1710000,3,3039
out_place_n0,1720000,3,3018
out_place_n0,1730000,3,3004
out_place_n0,1740000,3,2987
out_place_n0,1750000,3,2972
out_place_n0,1760000,3,2971
out_place_n0,1770000,3,2955
out_place_n0,1780000,3,2949
out_place_n0,1790000,3,2923
out_place_n0,1800000,3,2898
out_place_n0,1810000,3,2917
out_place_n0,1820000,3,2927
out_place_n0,1830000,3,2925
out_place_n0,1840000,3,2943
out_place_n0,1850000,3,2912
out_place_n0,1860000,3,2905
out_place_n0,1870000,3,2912
out_place_n0,1880000,3,2901
out_place_n0,1890000,3,2902
out_place_n0,1900000,3,2883
out_place_n0,1910000,3,2881
out_place_n0,1920000,3,2883
out_place_n0,1930000,3,2884
out_place_n0,1940000,3,2881
